"municip_name","municip_number","municip_number_old","water_entity_id"
"Vagan","1865",1865,"jenndalspollen_0363042000_4_c"
"Vestvagoy","1860",1860,"steiropollen_0363042101_c"
"Vestvagoy","1860",1860,"alstadpollen_0363042102_c"
"Vestvagoy","1860",1860,"limstrandpollen_0363042103_c"
"Vagan","1865",1865,"indrefjorden_0363042200_c"
"Vagan","1865",1865,"nordpollen_0363042300_1_c"
"Vagan","1865",1865,"vatnfjorden_0363042300_2_c"
"Vagan","1865",1865,"leirane_0363042400_1_c"
"Vagan","1865",1865,"sundlandsfjorden_0363042400_2_c"
"Vagan","1865",1865,"grunnforfjorden_indre_0363042500_1_c"
"Hadsel","1866",1866,"grunnforfjorden_indre_0363042500_1_c"
"Vagan","1865",1865,"grunnforfjorden_ytre_0363042500_2_c"
"Hadsel","1866",1866,"grunnforfjorden_ytre_0363042500_2_c"
"Vestvagoy","1860",1860,"innerpollen_0363042601_c"
"Vestvagoy","1860",1860,"ytterpollen_0363042602_c"
"Vestvagoy","1860",1860,"lauvaspollen_0363042603_1_c"
"Vestvagoy","1860",1860,"bronnoyholmen_0363042603_3_c"
"Vestvagoy","1860",1860,"hoynesvoda_0363042603_4_c"
"Vestvagoy","1860",1860,"mjasundet_0363042603_5_c"
"Vestvagoy","1860",1860,"mjasundet_0363042603_6_c"
"Vestvagoy","1860",1860,"tangstadpollen_0363042700_1_c"
"Vestvagoy","1860",1860,"sortlandsvika_0363042700_2_c"
"Rost","1856",1856,"rost_havn_0363050100_3_c"
"Rost","1856",1856,"rost_indre_0363050100_4_c"
"Rost","1856",1856,"rosthavet_indre_0363050200_c"
"Vaeroy","1857",1857,"rosthavet_indre_0363050200_c"
"Vaeroy","1857",1857,"sorlandsvika_0363050300_2_c"
"Vaeroy","1857",1857,"rossnesvagen_0363050300_4_c"
"Vaeroy","1857",1857,"sorlandsvagen_0363050300_5_c"
"Vaeroy","1857",1857,"teisthammeren_0363050300_6_c"
"Vaeroy","1857",1857,"vaeroy_indre_0363050300_7_c"
"Vaeroy","1857",1857,"nordlandsflaget_indre_0363050400_c"
"Vaeroy","1857",1857,"nordlandsflaget_ytre_0363050500_c"
"Vaeroy","1857",1857,"vaeroy_ytre_0363050600_c"
"Rost","1856",1856,"rosthavet_ytre_0363050700_c"
"Vaeroy","1857",1857,"rosthavet_ytre_0363050700_c"
"Rost","1856",1856,"rost_ytre_0363050800_c"
"Steigen","1848",1848,"vestfjorden_indre_0364000030_10_c"
"Lodingen","1851",1851,"vestfjorden_indre_0364000030_10_c"
"Vagan","1865",1865,"vestfjorden_indre_0364000030_10_c"
"Hamaroy","1875",1849,"vestfjorden_indre_0364000030_10_c"
"Hamaroy","1875",1849,"vestfjorden_indre_0364000030_10_c"
"Tysfjord","1875",1850,"vestfjorden_indre_0364000030_10_c"
"Tysfjord","1875",1850,"vestfjorden_indre_0364000030_10_c"
"Vagan","1865",1865,"kabelvag_havn_0364000030_11_c"
"Narvik","1806",1805,"ofoten_0364000030_2_c"
"Ballangen","1806",1854,"ofoten_0364000030_2_c"
"Tysfjord","1806",1850,"ofoten_0364000030_2_c"
"Lodingen","1851",1851,"ofoten_0364000030_2_c"
"Vagan","1865",1865,"ofoten_0364000030_2_c"
"Hamaroy","1875",1849,"ofoten_0364000030_2_c"
"Hamaroy","1875",1849,"ofoten_0364000030_2_c"
"Tysfjord","1875",1850,"ofoten_0364000030_2_c"
"Tysfjord","1875",1850,"ofoten_0364000030_2_c"
"Skanland","5412",1913,"ofoten_0364000030_2_c"
"Tjeldsund","5412",1852,"ofoten_0364000030_2_c"
"Vagan","1865",1865,"svolvaer_0364000030_3_c"
"Vagan","1865",1865,"pundslettvagen_0364000030_4_c"
"Vagan","1865",1865,"valastrandvagen_0364000030_5_c"
"Vagan","1865",1865,"pollan_0364000030_6_c"
"Narvik","1806",1805,"storpollen_0364000030_7_c"
"Ballangen","1806",1854,"storpollen_0364000030_7_c"
"Tysfjord","1806",1850,"storpollen_0364000030_7_c"
"Narvik","1806",1805,"revelsoya_0364000030_8_c"
"Ballangen","1806",1854,"revelsoya_0364000030_8_c"
"Tysfjord","1806",1850,"revelsoya_0364000030_8_c"
"Lodingen","1851",1851,"hestfjorden_0364000030_9_c"
"Steigen","1848",1848,"valsvaer_0364010100_c"
"Steigen","1848",1848,"flagsundet_0364010200_c"
"Steigen","1848",1848,"skjettenfjorden_0364010300_c"
"Hamaroy","1875",1849,"skjettenfjorden_0364010300_c"
"Hamaroy","1875",1849,"skjettenfjorden_0364010300_c"
"Tysfjord","1875",1850,"skjettenfjorden_0364010300_c"
"Tysfjord","1875",1850,"skjettenfjorden_0364010300_c"
"Steigen","1848",1848,"holmakfjorden_0364010400_c"
"Steigen","1848",1848,"dypingspollen_0364010500_c"
"Steigen","1848",1848,"sagfjorden_0364010600_c"
"Hamaroy","1875",1849,"sagfjorden_0364010600_c"
"Hamaroy","1875",1849,"sagfjorden_0364010600_c"
"Tysfjord","1875",1850,"sagfjorden_0364010600_c"
"Tysfjord","1875",1850,"sagfjorden_0364010600_c"
"Steigen","1848",1848,"straumfjordvatnet_0364010701_c"
"Steigen","1848",1848,"straumfjorden_0364010702_c"
"Hamaroy","1875",1849,"innhavet_ytre_0364010800_1_c"
"Hamaroy","1875",1849,"innhavet_ytre_0364010800_1_c"
"Tysfjord","1875",1850,"innhavet_ytre_0364010800_1_c"
"Tysfjord","1875",1850,"innhavet_ytre_0364010800_1_c"
"Hamaroy","1875",1849,"sagpollen_0364010800_2_c"
"Hamaroy","1875",1849,"sagpollen_0364010800_2_c"
"Tysfjord","1875",1850,"sagpollen_0364010800_2_c"
"Tysfjord","1875",1850,"sagpollen_0364010800_2_c"
"Hamaroy","1875",1849,"grunnvagen_0364010800_3_c"
"Hamaroy","1875",1849,"grunnvagen_0364010800_3_c"
"Tysfjord","1875",1850,"grunnvagen_0364010800_3_c"
"Tysfjord","1875",1850,"grunnvagen_0364010800_3_c"
"Hamaroy","1875",1849,"skipvagen_0364010800_4_c"
"Hamaroy","1875",1849,"skipvagen_0364010800_4_c"
"Tysfjord","1875",1850,"skipvagen_0364010800_4_c"
"Tysfjord","1875",1850,"skipvagen_0364010800_4_c"
"Hamaroy","1875",1849,"innhavet_indre_0364010800_5_c"
"Hamaroy","1875",1849,"innhavet_indre_0364010800_5_c"
"Tysfjord","1875",1850,"innhavet_indre_0364010800_5_c"
"Tysfjord","1875",1850,"innhavet_indre_0364010800_5_c"
"Hamaroy","1875",1849,"karlsoybotnen_0364010900_c"
"Hamaroy","1875",1849,"karlsoybotnen_0364010900_c"
"Tysfjord","1875",1850,"karlsoybotnen_0364010900_c"
"Tysfjord","1875",1850,"karlsoybotnen_0364010900_c"
"Hamaroy","1875",1849,"kallstadsjoen_0364011000_1_c"
"Hamaroy","1875",1849,"kallstadsjoen_0364011000_1_c"
"Tysfjord","1875",1850,"kallstadsjoen_0364011000_1_c"
"Tysfjord","1875",1850,"kallstadsjoen_0364011000_1_c"
"Hamaroy","1875",1849,"rossviksundet_0364011000_2_c"
"Hamaroy","1875",1849,"rossviksundet_0364011000_2_c"
"Tysfjord","1875",1850,"rossviksundet_0364011000_2_c"
"Tysfjord","1875",1850,"rossviksundet_0364011000_2_c"
"Hamaroy","1875",1849,"kaldvagfjorden_0364011000_3_c"
"Hamaroy","1875",1849,"kaldvagfjorden_0364011000_3_c"
"Tysfjord","1875",1850,"kaldvagfjorden_0364011000_3_c"
"Tysfjord","1875",1850,"kaldvagfjorden_0364011000_3_c"
"Hamaroy","1875",1849,"husoy_0364011100_c"
"Hamaroy","1875",1849,"husoy_0364011100_c"
"Tysfjord","1875",1850,"husoy_0364011100_c"
"Tysfjord","1875",1850,"husoy_0364011100_c"
"Hamaroy","1875",1849,"lilandspollen_0364011200_c"
"Hamaroy","1875",1849,"lilandspollen_0364011200_c"
"Tysfjord","1875",1850,"lilandspollen_0364011200_c"
"Tysfjord","1875",1850,"lilandspollen_0364011200_c"
"Steigen","1848",1848,"okssundet_0364011300_c"
"Hamaroy","1875",1849,"okssundet_0364011300_c"
"Hamaroy","1875",1849,"okssundet_0364011300_c"
"Tysfjord","1875",1850,"okssundet_0364011300_c"
"Tysfjord","1875",1850,"okssundet_0364011300_c"
"Steigen","1848",1848,"skagstadsundet_0364011400_c"
"Hamaroy","1875",1849,"brennvika_0364011500_c"
"Hamaroy","1875",1849,"brennvika_0364011500_c"
"Tysfjord","1875",1850,"brennvika_0364011500_c"
"Tysfjord","1875",1850,"brennvika_0364011500_c"
"Hamaroy","1875",1849,"kobbvika_0364011600_c"
"Hamaroy","1875",1849,"kobbvika_0364011600_c"
"Tysfjord","1875",1850,"kobbvika_0364011600_c"
"Tysfjord","1875",1850,"kobbvika_0364011600_c"
"Hamaroy","1875",1849,"hamsundspollen_0364011700_c"
"Hamaroy","1875",1849,"hamsundspollen_0364011700_c"
"Tysfjord","1875",1850,"hamsundspollen_0364011700_c"
"Tysfjord","1875",1850,"hamsundspollen_0364011700_c"
"Hamaroy","1875",1849,"presteidvika_0364011800_c"
"Hamaroy","1875",1849,"presteidvika_0364011800_c"
"Tysfjord","1875",1850,"presteidvika_0364011800_c"
"Tysfjord","1875",1850,"presteidvika_0364011800_c"
"Hamaroy","1875",1849,"glimma_0364011900_c"
"Hamaroy","1875",1849,"glimma_0364011900_c"
"Tysfjord","1875",1850,"glimma_0364011900_c"
"Tysfjord","1875",1850,"glimma_0364011900_c"
"Hamaroy","1875",1849,"stordjupet_0364012000_c"
"Hamaroy","1875",1849,"stordjupet_0364012000_c"
"Tysfjord","1875",1850,"stordjupet_0364012000_c"
"Tysfjord","1875",1850,"stordjupet_0364012000_c"
"Hamaroy","1875",1849,"korsnes_0364020100_1_c"
"Hamaroy","1875",1849,"korsnes_0364020100_1_c"
"Tysfjord","1875",1850,"korsnes_0364020100_1_c"
"Tysfjord","1875",1850,"korsnes_0364020100_1_c"
"Hamaroy","1875",1849,"tysfjorden_0364020100_3_c"
"Hamaroy","1875",1849,"tysfjorden_0364020100_3_c"
"Tysfjord","1875",1850,"tysfjorden_0364020100_3_c"
"Tysfjord","1875",1850,"tysfjorden_0364020100_3_c"
"Narvik","1806",1805,"tysfjorden_0364020100_6_c"
"Ballangen","1806",1854,"tysfjorden_0364020100_6_c"
"Tysfjord","1806",1850,"tysfjorden_0364020100_6_c"
"Hamaroy","1875",1849,"tysfjorden_0364020100_6_c"
"Hamaroy","1875",1849,"tysfjorden_0364020100_6_c"
"Tysfjord","1875",1850,"tysfjorden_0364020100_6_c"
"Tysfjord","1875",1850,"tysfjorden_0364020100_6_c"
"Hamaroy","1875",1849,"beisfjorden_0364020200_c"
"Hamaroy","1875",1849,"beisfjorden_0364020200_c"
"Tysfjord","1875",1850,"beisfjorden_0364020200_c"
"Tysfjord","1875",1850,"beisfjorden_0364020200_c"
"Hamaroy","1875",1849,"hellmofjorden_indre_0364020300_1_c"
"Hamaroy","1875",1849,"hellmofjorden_indre_0364020300_1_c"
"Tysfjord","1875",1850,"hellmofjorden_indre_0364020300_1_c"
"Tysfjord","1875",1850,"hellmofjorden_indre_0364020300_1_c"
"Hamaroy","1875",1849,"hellmofjorden_ytre_0364020300_2_c"
"Hamaroy","1875",1849,"hellmofjorden_ytre_0364020300_2_c"
"Tysfjord","1875",1850,"hellmofjorden_ytre_0364020300_2_c"
"Tysfjord","1875",1850,"hellmofjorden_ytre_0364020300_2_c"
"Hamaroy","1875",1849,"grunnfjorden_indre_0364020400_1_c"
"Hamaroy","1875",1849,"grunnfjorden_indre_0364020400_1_c"
"Tysfjord","1875",1850,"grunnfjorden_indre_0364020400_1_c"
"Tysfjord","1875",1850,"grunnfjorden_indre_0364020400_1_c"
"Hamaroy","1875",1849,"grunnfjorden_ytre_0364020400_2_c"
"Hamaroy","1875",1849,"grunnfjorden_ytre_0364020400_2_c"
"Tysfjord","1875",1850,"grunnfjorden_ytre_0364020400_2_c"
"Tysfjord","1875",1850,"grunnfjorden_ytre_0364020400_2_c"
"Narvik","1806",1805,"mannfjorden_0364020500_c"
"Ballangen","1806",1854,"mannfjorden_0364020500_c"
"Tysfjord","1806",1850,"mannfjorden_0364020500_c"
"Hamaroy","1875",1849,"mannfjorden_0364020500_c"
"Hamaroy","1875",1849,"mannfjorden_0364020500_c"
"Tysfjord","1875",1850,"mannfjorden_0364020500_c"
"Tysfjord","1875",1850,"mannfjorden_0364020500_c"
"Narvik","1806",1805,"sorfjorden_0364020601_c"
"Ballangen","1806",1854,"sorfjorden_0364020601_c"
"Tysfjord","1806",1850,"sorfjorden_0364020601_c"
"Hamaroy","1875",1849,"sorfjorden_0364020601_c"
"Hamaroy","1875",1849,"sorfjorden_0364020601_c"
"Tysfjord","1875",1850,"sorfjorden_0364020601_c"
"Tysfjord","1875",1850,"sorfjorden_0364020601_c"
"Narvik","1806",1805,"ytterpollen_0364020602_c"
"Ballangen","1806",1854,"ytterpollen_0364020602_c"
"Tysfjord","1806",1850,"ytterpollen_0364020602_c"
"Narvik","1806",1805,"indre_tysfjorden_0364020603_c"
"Ballangen","1806",1854,"indre_tysfjorden_0364020603_c"
"Tysfjord","1806",1850,"indre_tysfjorden_0364020603_c"
"Narvik","1806",1805,"tommerasfjorden_0364020700_1_c"
"Ballangen","1806",1854,"tommerasfjorden_0364020700_1_c"
"Tysfjord","1806",1850,"tommerasfjorden_0364020700_1_c"
"Narvik","1806",1805,"haukoyfjorden_0364020700_2_c"
"Ballangen","1806",1854,"haukoyfjorden_0364020700_2_c"
"Tysfjord","1806",1850,"haukoyfjorden_0364020700_2_c"
"Narvik","1806",1805,"vikran_0364020800_1_c"
"Ballangen","1806",1854,"vikran_0364020800_1_c"
"Tysfjord","1806",1850,"vikran_0364020800_1_c"
"Narvik","1806",1805,"fuglfjorden_0364020800_2_c"
"Ballangen","1806",1854,"fuglfjorden_0364020800_2_c"
"Tysfjord","1806",1850,"fuglfjorden_0364020800_2_c"
"Narvik","1806",1805,"stefjorden_0364020900_c"
"Ballangen","1806",1854,"stefjorden_0364020900_c"
"Tysfjord","1806",1850,"stefjorden_0364020900_c"
"Narvik","1806",1805,"sildpollen_0364021000_c"
"Ballangen","1806",1854,"sildpollen_0364021000_c"
"Tysfjord","1806",1850,"sildpollen_0364021000_c"
"Narvik","1806",1805,"skrovkjosen_0364021100_c"
"Ballangen","1806",1854,"skrovkjosen_0364021100_c"
"Tysfjord","1806",1850,"skrovkjosen_0364021100_c"
"Narvik","1806",1805,"tauselvhavet_0364021201_1_c"
"Ballangen","1806",1854,"tauselvhavet_0364021201_1_c"
"Tysfjord","1806",1850,"tauselvhavet_0364021201_1_c"
"Narvik","1806",1805,"efjorden_0364021201_2_c"
"Ballangen","1806",1854,"efjorden_0364021201_2_c"
"Tysfjord","1806",1850,"efjorden_0364021201_2_c"
"Narvik","1806",1805,"forsahavet_0364021201_3_c"
"Ballangen","1806",1854,"forsahavet_0364021201_3_c"
"Tysfjord","1806",1850,"forsahavet_0364021201_3_c"
"Narvik","1806",1805,"sorstraumen_vest_0364021202_10_c"
"Ballangen","1806",1854,"sorstraumen_vest_0364021202_10_c"
"Tysfjord","1806",1850,"sorstraumen_vest_0364021202_10_c"
"Narvik","1806",1805,"vallebukta_vest_0364021202_1_c"
"Ballangen","1806",1854,"vallebukta_vest_0364021202_1_c"
"Tysfjord","1806",1850,"vallebukta_vest_0364021202_1_c"
"Narvik","1806",1805,"vallebukta_ost_0364021202_2_c"
"Ballangen","1806",1854,"vallebukta_ost_0364021202_2_c"
"Tysfjord","1806",1850,"vallebukta_ost_0364021202_2_c"
"Narvik","1806",1805,"stor_kobbvika_0364021202_3_c"
"Ballangen","1806",1854,"stor_kobbvika_0364021202_3_c"
"Tysfjord","1806",1850,"stor_kobbvika_0364021202_3_c"
"Narvik","1806",1805,"langvagpollen_0364021202_4_c"
"Ballangen","1806",1854,"langvagpollen_0364021202_4_c"
"Tysfjord","1806",1850,"langvagpollen_0364021202_4_c"
"Narvik","1806",1805,"teppkilen_0364021202_5_c"
"Ballangen","1806",1854,"teppkilen_0364021202_5_c"
"Tysfjord","1806",1850,"teppkilen_0364021202_5_c"
"Narvik","1806",1805,"efjorden_midtre_0364021202_6_c"
"Ballangen","1806",1854,"efjorden_midtre_0364021202_6_c"
"Tysfjord","1806",1850,"efjorden_midtre_0364021202_6_c"
"Narvik","1806",1805,"efjorden_indre_0364021202_7_c"
"Ballangen","1806",1854,"efjorden_indre_0364021202_7_c"
"Tysfjord","1806",1850,"efjorden_indre_0364021202_7_c"
"Narvik","1806",1805,"efjorden_ytre_0364021202_8_c"
"Ballangen","1806",1854,"efjorden_ytre_0364021202_8_c"
"Tysfjord","1806",1850,"efjorden_ytre_0364021202_8_c"
"Narvik","1806",1805,"leirpollen_0364021202_9_c"
"Ballangen","1806",1854,"leirpollen_0364021202_9_c"
"Tysfjord","1806",1850,"leirpollen_0364021202_9_c"
"Narvik","1806",1805,"vargfjorden_0364030100_1_c"
"Ballangen","1806",1854,"vargfjorden_0364030100_1_c"
"Tysfjord","1806",1850,"vargfjorden_0364030100_1_c"
"Narvik","1806",1805,"ofotfjorden_0364030100_2_c"
"Ballangen","1806",1854,"ofotfjorden_0364030100_2_c"
"Tysfjord","1806",1850,"ofotfjorden_0364030100_2_c"
"Evenes","1853",1853,"ofotfjorden_0364030100_2_c"
"Skanland","5412",1913,"ofotfjorden_0364030100_2_c"
"Tjeldsund","5412",1852,"ofotfjorden_0364030100_2_c"
"Narvik","1806",1805,"ballangen_0364030200_c"
"Ballangen","1806",1854,"ballangen_0364030200_c"
"Tysfjord","1806",1850,"ballangen_0364030200_c"
"Narvik","1806",1805,"trongskjomen_indre_0364030301_c"
"Ballangen","1806",1854,"trongskjomen_indre_0364030301_c"
"Tysfjord","1806",1850,"trongskjomen_indre_0364030301_c"
"Narvik","1806",1805,"trongskjomen_ytre_0364030302_c"
"Ballangen","1806",1854,"trongskjomen_ytre_0364030302_c"
"Tysfjord","1806",1850,"trongskjomen_ytre_0364030302_c"
"Narvik","1806",1805,"beisfjorden_indre_0364030401_c"
"Ballangen","1806",1854,"beisfjorden_indre_0364030401_c"
"Tysfjord","1806",1850,"beisfjorden_indre_0364030401_c"
"Narvik","1806",1805,"narvikbukta_0364030402_c"
"Ballangen","1806",1854,"narvikbukta_0364030402_c"
"Tysfjord","1806",1850,"narvikbukta_0364030402_c"
"Narvik","1806",1805,"romsbakbotn_0364030501_1_c"
"Ballangen","1806",1854,"romsbakbotn_0364030501_1_c"
"Tysfjord","1806",1850,"romsbakbotn_0364030501_1_c"
"Narvik","1806",1805,"rombaken_0364030501_2_c"
"Ballangen","1806",1854,"rombaken_0364030501_2_c"
"Tysfjord","1806",1850,"rombaken_0364030501_2_c"
"Narvik","1806",1805,"rombaken_0364030502_c"
"Ballangen","1806",1854,"rombaken_0364030502_c"
"Tysfjord","1806",1850,"rombaken_0364030502_c"
"Narvik","1806",1805,"herjangsfjorden_0364030600_c"
"Ballangen","1806",1854,"herjangsfjorden_0364030600_c"
"Tysfjord","1806",1850,"herjangsfjorden_0364030600_c"
"Evenes","1853",1853,"bogen_oysundet_0364030700_1_c"
"Evenes","1853",1853,"bogen_0364030700_2_c"
"Skanland","5412",1913,"breidvika_0364040100_1_c"
"Tjeldsund","5412",1852,"breidvika_0364040100_1_c"
"Skanland","5412",1913,"ramsundet_sondre_0364040100_2_c"
"Tjeldsund","5412",1852,"ramsundet_sondre_0364040100_2_c"
"Skanland","5412",1913,"ramsundet_nordre_ost_0364040100_4_c"
"Tjeldsund","5412",1852,"ramsundet_nordre_ost_0364040100_4_c"
"Skanland","5412",1913,"ramsundet_nordre_vest_0364040100_5_c"
"Tjeldsund","5412",1852,"ramsundet_nordre_vest_0364040100_5_c"
"Skanland","5412",1913,"lavangsfjorden_0364040200_1_c"
"Tjeldsund","5412",1852,"lavangsfjorden_0364040200_1_c"
"Harstad","5402",1903,"tjeldsundet_nordre_0364040200_2_c"
"Skanland","5412",1913,"tjeldsundet_nordre_0364040200_2_c"
"Tjeldsund","5412",1852,"tjeldsundet_nordre_0364040200_2_c"
"Harstad","5402",1903,"tjeldsundet_sondre_nordoya_0364040200_4_c"
"Skanland","5412",1913,"tjeldsundet_sondre_nordoya_0364040200_4_c"
"Tjeldsund","5412",1852,"tjeldsundet_sondre_nordoya_0364040200_4_c"
"Harstad","5402",1903,"tjeldsundet_sondre_0364040200_5_c"
"Skanland","5412",1913,"tjeldsundet_sondre_0364040200_5_c"
"Tjeldsund","5412",1852,"tjeldsundet_sondre_0364040200_5_c"
"Lodingen","1851",1851,"fiskefjorden_0364040300_1_c"
"Skanland","5412",1913,"fiskefjorden_0364040300_1_c"
"Tjeldsund","5412",1852,"fiskefjorden_0364040300_1_c"
"Skanland","5412",1913,"tjeldsundet_indre_0364040300_2_c"
"Tjeldsund","5412",1852,"tjeldsundet_indre_0364040300_2_c"
"Lodingen","1851",1851,"tjeldsundet_ytre_0364040300_4_c"
"Skanland","5412",1913,"tjeldsundet_ytre_0364040300_4_c"
"Tjeldsund","5412",1852,"tjeldsundet_ytre_0364040300_4_c"
"Lodingen","1851",1851,"lodingen_havn_0364040300_5_c"
"Skanland","5412",1913,"kjerfjorden_0364040400_c"
"Tjeldsund","5412",1852,"kjerfjorden_0364040400_c"
"Lodingen","1851",1851,"innerfjorden_0364040501_c"
"Lodingen","1851",1851,"erikstadfjorden_0364040502_c"
"Lodingen","1851",1851,"kanstadfjorden_0364040503_1_c"
"Lodingen","1851",1851,"haukfjorden_0364040503_2_c"
"Lodingen","1851",1851,"innerfjorden_0364050101_c"
"Lodingen","1851",1851,"oksfjorden_0364050102_c"
"Vagan","1865",1865,"molldora_skrovsvedet_0364050200_10_c"
"Vagan","1865",1865,"skrova_0364050200_9_c"
"Vagan","1865",1865,"valvagen_0364050301_1_c"
"Vagan","1865",1865,"raftsundet_0364050301_2_c"
"Hadsel","1866",1866,"raftsundet_0364050301_2_c"
"Hadsel","1866",1866,"grunnfjorden_0364050302_c"
"Hadsel","1866",1866,"trollfjorden_0364050303_c"
"Vagan","1865",1865,"ulvagsfjorden_0364050304_1_c"
"Vagan","1865",1865,"ulvagsfjorden_0364050304_2_c"
"Vagan","1865",1865,"laupstadpollen_0364050401_1_c"
"Vagan","1865",1865,"austnesfjorden_0364050401_2_c"
"Vagan","1865",1865,"vestpollen_0364050402_c"
"Vagan","1865",1865,"vatterfjordpollen_0364050403_c"
"Vagan","1865",1865,"vatterfjorden_0364050404_c"
"Vagan","1865",1865,"husvagen_0364050500_c"
"Vagan","1865",1865,"leirosen_0364050600_c"
"Vagan","1865",1865,"orsvag_0364050700_c"
"Vagan","1865",1865,"hopspollen_0364050801_c"
"Vagan","1865",1865,"hopen_0364050802_c"
"Bo","1867",1867,"skjorisen_0365000030_1_c"
"Bo","1867",1867,"forepollen_0365000030_2_c"
"Hadsel","1866",1866,"vesteralsfjorden_0365000030_4_c"
"Bo","1867",1867,"vesteralsfjorden_0365000030_4_c"
"Bo","1867",1867,"steinesjoen_0365000030_5_c"
"Bo","1867",1867,"hovden_havn_0365000031_1_c"
"Bo","1867",1867,"nykvag_0365000031_3_c"
"Bo","1867",1867,"vesteralen_0365000031_6_c"
"Oksnes","1868",1868,"vesteralen_0365000031_6_c"
"Oksnes","1868",1868,"nyksund_0365000031_7_c"
"Andoy","1871",1871,"andenes_0365000032_2_c"
"Oksnes","1868",1868,"sto_havn_0365000032_3_c"
"Andoy","1871",1871,"nordmela_havn_0365000032_5_c"
"Andoy","1871",1871,"bleik_havn_0365000032_7_c"
"Oksnes","1868",1868,"gavlfjorden_ytre_0365000032_8_c"
"Andoy","1871",1871,"gavlfjorden_ytre_0365000032_8_c"
"Hadsel","1866",1866,"morfjorden_indre_0365010101_c"
"Hadsel","1866",1866,"morfjorden_ytre_0365010102_c"
"Hadsel","1866",1866,"austpollen_0365010201_1_c"
"Hadsel","1866",1866,"higravfjorden_0365010201_2_c"
"Hadsel","1866",1866,"sloverfjorden_0365010201_3_c"
"Hadsel","1866",1866,"sloverfjorden_0365010202_c"
"Hadsel","1866",1866,"myrlandsfjorden_0365010300_1_c"
"Hadsel","1866",1866,"falkfjorden_0365010300_2_c"
"Hadsel","1866",1866,"melbu_fiskerihavn_0365010300_3_c"
"Hadsel","1866",1866,"haugvagen_0365010300_4_c"
"Hadsel","1866",1866,"hadselfjorden_0365010300_5_c"
"Hadsel","1866",1866,"ytterfjorden_innerfjorden_0365010400_1_c"
"Hadsel","1866",1866,"ingelsfjorden_0365010400_2_c"
"Hadsel","1866",1866,"lonkanfjorden_indre_0365010501_c"
"Hadsel","1866",1866,"lonkanfjorden_ytre_0365010502_c"
"Sortland","1870",1870,"sortlandsundet_sor_indre_0365010601_2_c"
"Sortland","1870",1870,"blokken_0365010601_3_c"
"Hadsel","1866",1866,"fiskfjorden_indre_0365010601_5_c"
"Sortland","1870",1870,"fiskfjorden_indre_0365010601_5_c"
"Hadsel","1866",1866,"fiskfjorden_ytre_0365010601_6_c"
"Sortland","1870",1870,"fiskfjorden_ytre_0365010601_6_c"
"Hadsel","1866",1866,"sortlandsundet_sor_ytre_0365010601_7_c"
"Sortland","1870",1870,"sortlandsundet_sor_ytre_0365010601_7_c"
"Sortland","1870",1870,"sortlandsundet_nord_indre_0365010602_1_c"
"Sortland","1870",1870,"sortlandsundet_nord_ytre_0365010602_2_c"
"Sortland","1870",1870,"gasfjorden_0365010602_3_c"
"Sortland","1870",1870,"djupfjorden_0365010700_c"
"Sortland","1870",1870,"dalflaget_0365010800_1_c"
"Sortland","1870",1870,"sigerfjorden_0365010800_2_c"
"Sortland","1870",1870,"sorfjorden_0365010900_1_c"
"Sortland","1870",1870,"hongfjorden_0365010900_2_c"
"Sortland","1870",1870,"roksoyfjorden_0365011000_c"
"Oksnes","1868",1868,"strengelvagfjorden_0365011100_1_c"
"Oksnes","1868",1868,"strengelvag_0365011100_2_c"
"Oksnes","1868",1868,"kjoravalen_0365011100_3_c"
"Oksnes","1868",1868,"alsvagen_0365011100_5_c"
"Sortland","1870",1870,"straumvatnet_0365011100_6_c"
"Oksnes","1868",1868,"lifjorden_0365011100_7_c"
"Sortland","1870",1870,"lifjorden_0365011100_7_c"
"Oksnes","1868",1868,"gavlefjorden_0365011100_8_c"
"Sortland","1870",1870,"gavlefjorden_0365011100_8_c"
"Andoy","1871",1871,"gavlefjorden_0365011100_8_c"
"Andoy","1871",1871,"risoysundet_indre_0365011200_c"
"Andoy","1871",1871,"ase_0365011300_1_c"
"Sortland","1870",1870,"risoysundet_ytre_0365011300_2_c"
"Andoy","1871",1871,"risoysundet_ytre_0365011300_2_c"
"Andoy","1871",1871,"tranesvagen_0365011400_c"
"Oksnes","1868",1868,"gisloyflaket_0365011500_c"
"Oksnes","1868",1868,"lifjorden_0365011600_c"
"Sortland","1870",1870,"lifjorden_0365011600_c"
"Hadsel","1866",1866,"kvalsoybugen_0365020100_1_c"
"Hadsel","1866",1866,"eidsfjorden_ytre_0365020100_3_c"
"Bo","1867",1867,"eidsfjorden_ytre_0365020100_3_c"
"Sortland","1870",1870,"eidsfjorden_ytre_0365020100_3_c"
"Hadsel","1866",1866,"eidsfjorden_indre_0365020100_4_c"
"Sortland","1870",1870,"eidsfjorden_indre_0365020100_4_c"
"Hadsel","1866",1866,"langoysundet_0365020200_1_c"
"Hadsel","1866",1866,"boroysundet_0365020200_2_c"
"Hadsel","1866",1866,"slattnesbogen_0365020300_c"
"Sortland","1870",1870,"straumen_0365020400_1_c"
"Sortland","1870",1870,"valfjorden_0365020400_2_c"
"Oksnes","1868",1868,"bjorndalsfjorden_0365020500_c"
"Sortland","1870",1870,"bjorndalsfjorden_0365020500_c"
"Sortland","1870",1870,"olderfjorden_indre_0365020601_c"
