"municip_name","municip_number","water_entity_id","vannregion","vannomrade","vassdragomrade","area_m2"
"Hadsel",1866,"Haugvågen_0365010300-4-C","Nordland","Vesterålen","184",568023.399134192
"Gratangen",1919,"Gratangsbotnen_0401020801-C","Troms","Harstad - Salangen","190",5656888.52306331
"Hammerfest",2004,"Hønsebyvika_0420040701-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",920458.11181437
"Vågan",1865,"Leirane_0363042400-1-C","Nordland","Lofoten","179",5638279.0769156
"Brønnøy",1813,"Litjebørja_0361020700-C","Nordland","Bindalsfjorden-Velfjorden","148",2529256.0308688
"Skjervøy",1941,"Skjervøy Havn_0403040300-C","Troms","Lyngen - Skjervøy","206",952038.811025506
"Lenvik",1931,"Finnfjorden-indre_0401030400-C","Troms","Senja","193",6743291.41626595
"Sørreisa",1925,"Finnfjorden-indre_0401030400-C","Troms","Senja","193",97039.2686261833
"Sømna",1812,"Brekkosen_0360011400-2-C","Nordland","Bindalsfjorden-Velfjorden","145",7949662.47002839
"Alstahaug",1820,"Tjøttfjorden-ytre_0361031200-C","Nordland","Vefsnfjorden - Leirfjorden","150",51486334.3332203
"Brønnøy",1813,"Langfjorden-ytre_0361020500-2-C","Nordland","Bindalsfjorden-Velfjorden","148",1114278.72727592
"Måsøy",2018,"Snefjorden_0421020600-C","Finnmark","Måsøy og Magerøya","220",62388406.0765034
"Øksnes",1868,"Romsetfjorden_0365030300-C","Nordland","Vesterålen","185",7110385.44745458
"Andøy",1871,"Andenes_0365000032-2-C","Nordland","Vesterålen","186",507153.952787927
"Ballangen",1854,"Efjorden-ytre_0364021202-8-C","Nordland","Ofotfjorden","172",5430964.67957
"Rana",1833,"Sveet_0362011200-C","Nordland","Ranfjorden","156",2930109.14033218
"Vestvågøy",1860,"Myklevika_0363041500-1-C","Nordland","Lofoten","180",3135513.89207634
"Hamarøy",1849,"Innhavet-ytre_0364010800-1-C","Nordland","Nord-Salten","170",4627519.15844197
"Tranøy",1927,"Solbergfjorden_0401030300-1-C","Troms","Senja","194",19569074.9100369
"Lenvik",1931,"Solbergfjorden_0401030300-1-C","Troms","Senja","194",14538136.72131
"Sørreisa",1925,"Solbergfjorden_0401030300-1-C","Troms","Senja","194",16321027.6114471
"Dyrøy",1926,"Solbergfjorden_0401030300-1-C","Troms","Senja","194",25320203.5521636
"Tromsø",1902,"Nordfjorden_0402011400-C","Troms","Balsfjord - Karlsøy","197",6270042.68200743
"Vega",1815,"Ytre Flesan_0361050100-C","Nordland","Vefsnfjorden - Leirfjorden","154",74864384.4384431
"Herøy",1818,"Ytre Flesan_0361050100-C","Nordland","Vefsnfjorden - Leirfjorden","154",12647668.6898366
"Måsøy",2018,"Kulfjorden_0421030603-C","Finnmark","Måsøy og Magerøya","220",33674736.2083083
"Sømna",1812,"Gravfjorden_0360011500-2-C","Nordland","Bindalsfjorden-Velfjorden","145",1028181.44987999
"Brønnøy",1813,"Gravfjorden_0360011500-2-C","Nordland","Bindalsfjorden-Velfjorden","145",610578.92623448
"Tysfjord",1850,"Mannfjorden_0364020500-C","Nordland","Ofotfjorden","171",21132285.7861974
"Hadsel",1866,"Trollfjorden_0364050303-C","Nordland","Lofoten","179",562712.511685394
"Hasvik",2015,"Markeila_0420040200-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",6855571.72593655
"Vågan",1865,"Vatnfjorden_0363042300-2-C","Nordland","Lofoten","179",3542426.67296639
"Sortland",1870,"Valfjorden_0365020400-2-C","Nordland","Vesterålen","185",577016.484586447
"Hadsel",1866,"Lonkanfjorden-ytre_0365010502-C","Nordland","Ofotfjorden","178",7436104.32394513
"Salangen",1923,"Sagfjorden-indre_0401021101-C","Troms","Harstad - Salangen","191",14967308.122036
"Vevelstad",1816,"Innervisten_0361030201-C","Nordland","Vefsnfjorden - Leirfjorden","149",5423147.38496674
"Måsøy",2018,"Rolvsøysundet_0421020100-C","Finnmark","Måsøy og Magerøya","219",352182113.943877
"Vågan",1865,"Indrefjorden_0363042200-C","Nordland","Lofoten","179",1209148.17997084
"Fauske",1841,"Nedrevatnet_0363020800-C","Nordland","Skjerstadfjorden","164",4825046.36299776
"Salangen",1923,"Lavangen_0401020900-C","Troms","Harstad - Salangen","190",5556211.20921717
"Lavangen",1920,"Lavangen_0401020900-C","Troms","Harstad - Salangen","190",21808388.5661079
"Rødøy",1836,"Kista_0362030601-C","Nordland","Rødøy - Lurøy","159",1064446.41917571
"Tysfjord",1850,"Hellmofjorden-indre_0364020300-1-C","Nordland","Ofotfjorden","171",22819813.3183194
"Ballangen",1854,"Stor-Kobbvika_0364021202-3-C","Nordland","Ofotfjorden","172",990059.946477546
"Tysfjord",1850,"Stefjorden_0364020900-C","Nordland","Ofotfjorden","171",5427693.30486905
"Steigen",1848,"Flagsundet_0364010200-C","Nordland","Nord-Salten","169",14821307.1480001
"Sortland",1870,"Roksøyfjorden_0365011000-C","Nordland","Vesterålen","178",2712942.56203493
"Ballangen",1854,"Tauselvhavet_0364021201-1-C","Nordland","Ofotfjorden","172",9215462.49218226
"Bodø",1804,"Skjærstadfjorden_0363020500-C","Nordland","Skjerstadfjorden","164",87253622.2261297
"Fauske",1841,"Skjærstadfjorden_0363020500-C","Nordland","Skjerstadfjorden","164",25199578.9788204
"Gamvik",2023,"Skittenfjorden_0422021300-C","Finnmark","Laksefjorden/Norkinnhalvøya","231",5043345.35942754
"Lurøy",1834,"Silavågen_0362020203-C","Nordland","Rødøy - Lurøy","157",3873968.07946975
"Lurøy",1834,"Sjona-ytre_0362020202-C","Nordland","Ranfjorden","158",60797001.8820805
"Nesna",1828,"Sjona-ytre_0362020202-C","Nordland","Ranfjorden","158",50026614.0607929
"Andøy",1871,"Tranesvågen_0365011400-C","Nordland","Vesterålen","186",6460416.30624115
"Hasvik",2015,"Sandfjorden_0420040300-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",27071200.5037883
"Tromsø",1902,"Kifjorden_0402020700-C","Troms","Balsfjord - Karlsøy","197",1487924.75062123
"Narvik",1805,"Beisfjorden-indre_0364030401-C","Nordland","Ofotfjorden","174",7185848.0786484
"Vågan",1865,"Sundlandsfjorden_0363042400-2-C","Nordland","Lofoten","179",7587891.18682233
"Vefsn",1824,"Elsfjorden_0362010700-C","Nordland","Ranfjorden","155",12398479.7958383
"Hemnes",1832,"Elsfjorden_0362010700-C","Nordland","Ranfjorden","155",577078.512309223
"Alta",2012,"Innerpollen_0420031100-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","214",726293.030339984
"Hasvik",2015,"Nordfjorden_0420020500-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","214",2285418.12742222
"Øksnes",1868,"Gisløyflaket_0365011500-C","Nordland","Vesterålen","185",6935854.66678176
"Bodø",1804,"Nevelsfjord-indre_0363030701-C","Nordland","Nord-Salten","166",3205771.29972519
"Bø",1867,"Straumsnes_0365020902-3-C","Nordland","Vesterålen","185",1225975.86031935
"Narvik",1805,"Trongskjomen-indre_0364030301-C","Nordland","Ofotfjorden","173",35089479.1959537
"Brønnøy",1813,"Tilremfjorden_0360020700-1-C","Nordland","Bindalsfjorden-Velfjorden","146",22429471.0510657
"Vadsø",2003,"Vadsø havn_0424020200-C","Finnmark","Varangerhalvøya","240",697039.233383632
"Sørfold",1845,"Sjunkfjorden-indre_0363030900-1-C","Nordland","Nord-Salten","166",1179286.00667034
"Dønna",1827,"Dalsvågen_0362010300-C","Nordland","Vefsnfjorden - Leirfjorden","154",680780.929984378
"Moskenes",1874,"Kjerkfjorden-indre_0363040500-C","Nordland","Lofoten","181",3029608.33977864
"Bø",1867,"Malnesfjorden_0365030902-C","Nordland","Vesterålen","185",8545518.93294408
"Bodø",1804,"Karlsøyfjorden-nordre_0363030100-2-C","Nordland","Skjerstadfjorden","165",83035381.1864312
"Kvalsund",2017,"Vargsundet_0420031400-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","215",21953573.0701582
"Alta",2012,"Vargsundet_0420031400-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","215",61680473.1741989
"Torsken",1928,"Torskenfjorden_0401011000-C","Troms","Senja","195",8110274.98395071
"Hadsel",1866,"Grunnførfjorden-indre_0363042500-1-C","Nordland","Lofoten","179",1735325.79304387
"Vågan",1865,"Grunnførfjorden-indre_0363042500-1-C","Nordland","Lofoten","179",1726151.15747361
"Meløy",1837,"Murholmen_0362040700-1-C","Nordland","Sør-Salten","159",2321357.5341985
"Ballangen",1854,"Revelsøya_0364000030-8-C","Nordland","Ofotfjorden","172",12621442.3774979
"Tranøy",1927,"Tranøyfjord_0401030600-C","Troms","Senja","194",83628696.3635603
"Dyrøy",1926,"Tranøyfjord_0401030600-C","Troms","Senja","194",60430511.0579165
"Karlsøy",1936,"Vannsundet_0403010700-C","Troms","Balsfjord - Karlsøy","202",120053413.277388
"Ballangen",1854,"Efjorden_0364021201-2-C","Nordland","Ofotfjorden","172",10054959.606563
"Tysfjord",1850,"Grunnfjorden-indre_0364020400-1-C","Nordland","Ofotfjorden","171",7700124.98721951
"Vågan",1865,"Lyngvær_0363041700-C","Nordland","Lofoten","179",13221979.5150395
"Vestvågøy",1860,"Lyngvær_0363041700-C","Nordland","Lofoten","179",8199774.56329502
"Hamarøy",1849,"Glimma_0364011900-C","Nordland","Nord-Salten","170",3269703.86332133
"Flakstad",1859,"Sundstraumen_0363040600-2-C","Nordland","Lofoten","181",1157822.85257149
"Moskenes",1874,"Djupfjorden_0363040100-C","Nordland","Lofoten","181",781637.291835362
"Hammerfest",2004,"Gamvikfjorden_0420040900-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",21633950.0241577
"Nesseby",2027,"Karlebotn/Stuorravuonna_0424020400-C","Finnmark","Indre Varangerfjord","242",43296375.2729757
"Meløy",1837,"Åmnessundet_0362040700-3-C","Nordland","Sør-Salten","159",2158878.84885183
"Rana",1833,"Ranfjorden - Storvika_0362010500-3-C","Nordland","Ranfjorden","153",3041102.53681359
"Leirfjord",1822,"Ranfjorden - Storvika_0362010500-3-C","Nordland","Ranfjorden","153",20398930.1466293
"Nesna",1828,"Ranfjorden - Storvika_0362010500-3-C","Nordland","Ranfjorden","153",15418283.3348547
"Øksnes",1868,"Skjerfjorden_0365030600-C","Nordland","Vesterålen","185",508259.08993863
"Sørreisa",1925,"Reisafjorden_0401030500-1-C","Troms","Senja","193",8381621.70949276
"Lyngen",1938,"Lyngseidet_0403030200-C","Troms","Lyngen - Skjervøy","204",9191902.20062366
"Vestvågøy",1860,"Vikbukta_0363000031-1-C","Nordland","Lofoten","180",3362674.91262006
"Karlsøy",1936,"Helgøysundet_0403010500-C","Troms","Balsfjord - Karlsøy","200",37043173.1666152
"Lenvik",1931,"Øyfjorden-ytre_0402010103-C","Troms","Senja","194",19997532.4331544
"Hamarøy",1849,"Kobbvika_0364011600-C","Nordland","Nord-Salten","170",3300871.39482083
"Tranøy",1927,"Valvågen_0401030800-C","Troms","Senja","194",5759490.12510899
"Vefsn",1824,"Sørfjorden_0362010800-C","Nordland","Ranfjorden","155",2211344.54690963
"Hemnes",1832,"Sørfjorden_0362010800-C","Nordland","Ranfjorden","155",19395787.7757949
"Dønna",1827,"Alstenfjorden_0361040800-C","Nordland","Vefsnfjorden - Leirfjorden","154",22671595.5278233
"Herøy",1818,"Alstenfjorden_0361040800-C","Nordland","Vefsnfjorden - Leirfjorden","154",37484818.9564379
"Alstahaug",1820,"Alstenfjorden_0361040800-C","Nordland","Vefsnfjorden - Leirfjorden","154",39218706.5669161
"Øksnes",1868,"Prestfjorden_0365030100-1-C","Nordland","Vesterålen","185",27366274.6620279
"Bodø",1804,"Nordfjorden_0363030400-C","Nordland","Skjerstadfjorden","165",2701427.72498654
"Ibestad",1917,"Mjøsundet_0401021200-C","Troms","Senja","192",4268356.24799502
"Salangen",1923,"Mjøsundet_0401021200-C","Troms","Senja","192",1054403.36559524
"Dyrøy",1926,"Mjøsundet_0401021200-C","Troms","Senja","192",2397359.47041727
"Kvalsund",2017,"Sammelsundet_0421010400-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","217",72586356.1907751
"Hammerfest",2004,"Sammelsundet_0421010400-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","217",11021068.2254115
"Hadsel",1866,"Sløverfjorden_0365010202-C","Nordland","Lofoten","179",14210357.7700691
"Lødingen",1851,"Ofoten_0364000030-2-C","Nordland","Ofotfjorden","177",281380989.920483
"Vågan",1865,"Ofoten_0364000030-2-C","Nordland","Ofotfjorden","177",80109893.6339368
"Tjeldsund",1852,"Ofoten_0364000030-2-C","Nordland","Ofotfjorden","177",21388441.8437334
"Ballangen",1854,"Ofoten_0364000030-2-C","Nordland","Ofotfjorden","177",79031096.8930597
"Tysfjord",1850,"Ofoten_0364000030-2-C","Nordland","Ofotfjorden","177",47981394.0007057
"Gamvik",2023,"Koifjorden_0423010200-C","Finnmark","Laksefjorden/Norkinnhalvøya","231",10695502.8607339
"Storfjord",1939,"Lyngen-indre_0403030100-1-C","Troms","Lyngen - Skjervøy","204",26375292.8594099
"Nordreisa",1942,"Lyngen-indre_0403030100-1-C","Troms","Lyngen - Skjervøy","204",54251332.7698233
"Lyngen",1938,"Lyngen-indre_0403030100-1-C","Troms","Lyngen - Skjervøy","204",168596418.82626
"Kåfjord",1940,"Lyngen-indre_0403030100-1-C","Troms","Lyngen - Skjervøy","204",84648526.0777508
"Skjervøy",1941,"Lyngen-indre_0403030100-1-C","Troms","Lyngen - Skjervøy","204",9134537.35693575
"Tysfjord",1850,"Vikran_0364020800-1-C","Nordland","Ofotfjorden","171",660426.062286052
"Vardø",2002,"Vardø fyr - Kibergneset_0424000031-C","Finnmark","Varangerhalvøya","238",38373946.6999275
"Lenvik",1931,"Ørnfjorden_0402010101-C","Troms","Senja","194",1414495.51431764
"Alta",2012,"Store Kjerringfjorden_0420020800-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","214",5514454.78528113
"Karlsøy",1936,"Sørskardvågen_0403011200-C","Troms","Balsfjord - Karlsøy","201",2454960.92418836
"Rana",1833,"Ranfjorden - Hemneshalvøya_0362011000-1-C","Nordland","Ranfjorden","156",53195233.6674303
"Hemnes",1832,"Ranfjorden - Hemneshalvøya_0362011000-1-C","Nordland","Ranfjorden","156",13892688.2335549
"Vestvågøy",1860,"Skifjorden-indre_0363041500-2-C","Nordland","Lofoten","180",2101919.36074811
"Brønnøy",1813,"Buøya_0360020400-4-C","Nordland","Bindalsfjorden-Velfjorden","146",382531.552291383
"Vega",1815,"Vegsteinvika_0361010400-C","Nordland","Bindalsfjorden-Velfjorden","147",3602920.68982026
"Nordreisa",1942,"Oksfjorden_0403040600-C","Troms","Nordreisa - Kvænangen","208",9461772.2306686
"Sortland",1870,"Straumen_0365020400-1-C","Nordland","Vesterålen","185",367714.645741321
"Leirfjord",1822,"Vefsnfjorden-indre_0361040101-C","Nordland","Vefsnfjorden - Leirfjorden","151",731241.949058544
"Vefsn",1824,"Vefsnfjorden-indre_0361040101-C","Nordland","Vefsnfjorden - Leirfjorden","151",51138686.7528165
"Lebesby",2022,"Ytre Porsangen_0422000030-C","Finnmark","Måsøy og Magerøya","221",521901218.458787
"Nordkapp",2019,"Ytre Porsangen_0422000030-C","Finnmark","Måsøy og Magerøya","221",549921373.066831
"Bø",1867,"Møklandsfjorden_0365030800-C","Nordland","Vesterålen","185",9052843.72838522
"Øksnes",1868,"Møklandsfjorden_0365030800-C","Nordland","Vesterålen","185",9446056.52621378
"Karlsøy",1936,"Grøtøya - Arnøya_0403000030-C","Troms","Balsfjord - Karlsøy","201",1111163124.68292
"Kvænangen",1943,"Grøtøya - Arnøya_0403000030-C","Troms","Balsfjord - Karlsøy","201",7156571.04148817
"Skjervøy",1941,"Grøtøya - Arnøya_0403000030-C","Troms","Balsfjord - Karlsøy","201",435264703.591452
"Hamarøy",1849,"Hamsundspollen_0364011700-C","Nordland","Nord-Salten","170",3659385.12501151
"Vågan",1865,"Djupfjorden_0363041600-C","Nordland","Lofoten","179",266096.251993843
"Loppa",2014,"Bergsfjorden_0420010400-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",41048456.1239115
"Bindal",1811,"Hardangsfjorden_0360011300-1-C","Nordland","Bindalsfjorden-Velfjorden","145",6933580.65580528
"Dønna",1827,"Vikafjorden_0361050500-C","Nordland","Vefsnfjorden - Leirfjorden","154",41666641.5134239
"Hadsel",1866,"Hadselfjorden_0365010300-5-C","Nordland","Lofoten","179",163169969.750593
"Alta",2012,"Rognsundet_0420031000-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","214",69179928.2495231
"Tromsø",1902,"Sørbotn_0402021200-C","Troms","Balsfjord - Karlsøy","197",6813472.81298778
"Hammerfest",2004,"Sandbukta - Forsølbukta_0421010200-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","217",812725.002830243
"Øksnes",1868,"Steinlandsfjorden_0365030200-C","Nordland","Vesterålen","185",8114552.00258798
"Hamarøy",1849,"Husøy_0364011100-C","Nordland","Nord-Salten","170",15027210.6080439
"Vågan",1865,"Valvågen_0364050301-1-C","Nordland","Ofotfjorden","178",886364.668027891
"Tromsø",1902,"Grøtsundet_0402020800-C","Troms","Balsfjord - Karlsøy","199",79667801.282383
"Karlsøy",1936,"Grøtsundet_0402020800-C","Troms","Balsfjord - Karlsøy","199",41350548.9035422
"Måsøy",2018,"Bakfjorden_0421020700-C","Finnmark","Måsøy og Magerøya","220",11198836.8574933
"Tromsø",1902,"Håkøya - Grindøysundet_0402021000-1-C","Troms","Balsfjord - Karlsøy","197",3036641.79551963
"Tromsø",1902,"Sandnessundet_0402021000-2-C","Troms","Balsfjord - Karlsøy","197",32873429.3988583
"Tromsø",1902,"Tromsø indre havn_0402020900-8-C","Troms","Balsfjord - Karlsøy","197",441370.216862303
"Nordreisa",1942,"Rotsundet sør_0403030600-1-C","Troms","Lyngen - Skjervøy","206",14462868.9182955
"Skjervøy",1941,"Rotsundet sør_0403030600-1-C","Troms","Lyngen - Skjervøy","206",954527.558128804
"Nordreisa",1942,"Rotsundet nord_0403030600-2-C","Troms","Lyngen - Skjervøy","206",8996868.74436754
"Skjervøy",1941,"Rotsundet nord_0403030600-2-C","Troms","Lyngen - Skjervøy","206",10108783.0342063
"Lenvik",1931,"Rossfjordstraumen_0402010600-1-C","Troms","Bardu - Målselv","196",917173.820001123
"Vega",1815,"Skjærvær_0361010700-1-C","Nordland","Bindalsfjorden-Velfjorden","147",47236.4566649375
"Vega",1815,"Flovær_0361010700-2-C","Nordland","Bindalsfjorden-Velfjorden","147",355107727.029858
"Herøy",1818,"Flovær_0361010700-2-C","Nordland","Bindalsfjorden-Velfjorden","147",7073390.41902015
"Berg",1929,"Lavollkjosen_0401011202-1-C","Troms","Senja","195",265677.962953916
"Andøy",1871,"Åse_0365011300-1-C","Nordland","Vesterålen","186",27493.8104153727
"Andøy",1871,"Risøysundet-ytre_0365011300-2-C","Nordland","Vesterålen","186",29899974.0697807
"Sortland",1870,"Risøysundet-ytre_0365011300-2-C","Nordland","Vesterålen","186",2902366.82745782
"Tysfjord",1850,"Korsnes_0364020100-1-C","Nordland","Ofotfjorden","171",49391.8814083748
"Andøy",1871,"Dverberg Havn_0401010100-1-C","Nordland","Vesterålen","186",45621.2284194435
"Tysfjord",1850,"Tysfjorden_0364020100-3-C","Nordland","Ofotfjorden","171",595464.079777837
"Tysfjord",1850,"Tysfjorden_0364020100-6-C","Nordland","Ofotfjorden","171",191680291.768699
"Bø",1867,"Nykvåg_0365000031-3-C","Nordland","Vesterålen","185",78713.6872598862
"Andøy",1871,"Nordmela Havn_0365000032-5-C","Nordland","Vesterålen","186",182095.90816898
"Andøy",1871,"Bleik Havn_0365000032-7-C","Nordland","Vesterålen","186",70780.0891964659
"Andøy",1871,"Gavlfjorden-ytre_0365000032-8-C","Nordland","Vesterålen","186",372890187.244102
"Øksnes",1868,"Gavlfjorden-ytre_0365000032-8-C","Nordland","Vesterålen","186",183263349.796801
"Porsanger",2020,"Klubben_0422010100-13-C","Finnmark","Lakselvvassdraget og Porsangerfjorden","222",1073333.05225591
"Porsanger",2020,"Porsangerfjorden-indre_0422010100-16-C","Finnmark","Lakselvvassdraget og Porsangerfjorden","222",771587852.590833
"Nordkapp",2019,"Porsangerfjorden-indre_0422010100-16-C","Finnmark","Lakselvvassdraget og Porsangerfjorden","222",245857262.592718
"Hasvik",2015,"Breivikfjorden_0420040100-2-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",21159902.6910902
"Vadsø",2003,"Vadsø - øya vest_0424020100-15-C","Finnmark","Varangerhalvøya","240",54679.9025430391
"Vardø",2002,"Østervågen_0424010100-1-C","Finnmark","Varangerhalvøya","238",135693.840983871
"Vardø",2002,"Bussesundet_0424010100-2-C","Finnmark","Varangerhalvøya","238",11204528.6039763
"Lenvik",1931,"Rossfjordvatnet_0402010600-2-C","Troms","Bardu - Målselv","196",8757825.423014
"Lenvik",1931,"Gisundet småbåthavn Finnsnes_0401030100-7-C","Troms","Senja","193",23811.6063407708
"Lenvik",1931,"Gisundet ved Finnsnes_0401030100-8-C","Troms","Senja","194",6632863.95274603
"Tromsø",1902,"Skattøra småbåthavn Tromsø_0402020900-10-C","Troms","Balsfjord - Karlsøy","197",55107.180874927
"Tromsø",1902,"Tromsøysundet - Tromsø_0402020900-11-C","Troms","Balsfjord - Karlsøy","199",17390453.7149376
"Vågan",1865,"Skrova_0364050200-9-C","Nordland","Lofoten","179",172093.296308275
"Loppa",2014,"Vassdalsbotn_0420030101-3-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",495991.191225354
"Loppa",2014,"Øksfjorden-ytre_0420030101-4-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",31849466.9564947
"Hasvik",2015,"Breivikbotn_0420040100-1-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",2026809.17895395
"Nordkapp",2019,"Gjesvær_0421000032-4-C","Finnmark","Måsøy og Magerøya","221",885666.274839494
"Måsøy",2018,"Masøyfjorden-nord_0421000032-6-C","Finnmark","Måsøy og Magerøya","221",61096404.4155537
"Nordkapp",2019,"Masøyfjorden-nord_0421000032-6-C","Finnmark","Måsøy og Magerøya","221",167336296.833583
"Kvæfjord",1911,"Straumen ytre Kvæfjord_0401010502-2-C","Troms","Harstad - Salangen","177",6451.97543688864
"Skånland",1913,"Grov ytre_0401020702-1-C","Troms","Harstad - Salangen","189",219936.293806179
"Skånland",1913,"Grov indre_0401020701-1-C","Troms","Harstad - Salangen","189",355017.216704908
"Skånland",1913,"Grovfjorden-indre_0401020701-2-C","Troms","Harstad - Salangen","189",6379216.49972803
"Tromsø",1902,"Storstraumen indre - Ullsfjorden_0403020602-1-C","Troms","Balsfjord - Karlsøy","203",5189806.76442744
"Tromsø",1902,"Sørfjorden-ytre_0403020602-2-C","Troms","Balsfjord - Karlsøy","203",27457223.4219515
"Vågan",1865,"Molldøra - Skrovsvedet_0364050200-10-C","Nordland","Lofoten","179",29354309.7542564
"Gamvik",2023,"Vardnesodden - Kjølnes_0423000030-11-C","Finnmark","Laksefjorden/Norkinnhalvøya","231",112617849.991022
