"Year","low_SSB","SSB","high_SSB","low_F","F","high_F","Fage","fishstock","SpeciesName","StockDescription"
2016,54301,78970,114845,0.148,0.251,0.426,"5-10","cod.2127.1f14","Gadus morhua","Cod (Gadus morhua) in ICES Subarea 14 and NAFO Division 1.F (East Greenland, South Greenland)"
2017,50102,76912,118067,0.17,0.296,0.516,"5-10","cod.2127.1f14","Gadus morhua","Cod (Gadus morhua) in ICES Subarea 14 and NAFO Division 1.F (East Greenland, South Greenland)"
2018,27197,49836,91323,0.197,0.445,1.006,"5-10","cod.2127.1f14","Gadus morhua","Cod (Gadus morhua) in ICES Subarea 14 and NAFO Division 1.F (East Greenland, South Greenland)"
2019,11619,27985,67592,NA,NA,NA,"5-10","cod.2127.1f14","Gadus morhua","Cod (Gadus morhua) in ICES Subarea 14 and NAFO Division 1.F (East Greenland, South Greenland)"
1946,853710,990849,1150017,0.166,0.213,0.272,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1947,874848,1021359,1192407,0.254,0.315,0.39,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1948,711276,837151,985302,0.253,0.314,0.388,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1949,540905,624676,721421,0.295,0.364,0.448,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1950,491711,561970,642269,0.305,0.375,0.461,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1951,442603,511078,590146,0.35,0.426,0.519,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1952,427660,499222,582760,0.43,0.52,0.628,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1953,340510,396048,460645,0.324,0.395,0.483,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1954,355982,409556,471192,0.342,0.416,0.507,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1955,290771,331358,377610,0.415,0.502,0.607,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1956,249143,284149,324075,0.51,0.613,0.737,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1957,181093,206883,236346,0.434,0.525,0.635,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1958,177145,204280,235571,0.436,0.527,0.636,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1959,378024,442991,519124,0.44,0.532,0.642,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1960,342882,402990,473634,0.424,0.512,0.62,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1961,350085,406033,470922,0.54,0.647,0.774,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1962,275920,320206,371600,0.637,0.758,0.903,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1963,184392,214441,249388,0.738,0.874,1.034,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1964,164623,192096,224154,0.565,0.675,0.807,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1965,91984,106528,123371,0.46,0.555,0.67,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1966,105199,121929,141320,0.418,0.506,0.612,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1967,114626,133538,155570,0.445,0.536,0.647,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1968,199179,228937,263141,0.482,0.579,0.695,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1969,130291,151312,175724,0.64,0.759,0.901,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1970,197038,230628,269945,0.583,0.697,0.833,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1971,265696,319334,383801,0.484,0.585,0.708,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1972,299663,365182,445026,0.577,0.691,0.828,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1973,265218,324238,396393,0.506,0.607,0.73,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1974,131591,159552,193454,0.531,0.635,0.759,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1975,114261,130574,149215,0.531,0.635,0.758,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1976,145338,167876,193910,0.548,0.659,0.792,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1977,292737,352518,424508,0.676,0.806,0.962,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1978,189940,234824,290314,0.825,0.971,1.144,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1979,134398,165128,202885,0.657,0.782,0.93,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1980,86169,102622,122218,0.655,0.776,0.921,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1981,129893,151677,177114,0.645,0.765,0.908,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1982,260059,310238,370099,0.687,0.814,0.964,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1983,237234,281458,333926,0.656,0.776,0.919,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1984,196098,227619,264207,0.753,0.887,1.044,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1985,161765,187504,217338,0.665,0.789,0.937,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1986,140699,162209,187009,0.769,0.904,1.063,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1987,95329,110255,127519,0.876,1.02,1.188,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1988,153343,179367,209808,0.818,0.954,1.112,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1989,200132,234248,274180,0.544,0.649,0.775,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1990,280673,331888,392447,0.301,0.368,0.45,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1991,602407,706539,828671,0.257,0.317,0.39,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1992,783768,908683,1053507,0.368,0.448,0.546,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1993,673657,775845,893534,0.48,0.577,0.694,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1994,518916,591364,673928,0.675,0.797,0.942,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1995,456350,523318,600113,0.659,0.782,0.927,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1996,467342,546404,638842,0.645,0.766,0.91,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1997,456084,544203,649349,0.809,0.947,1.109,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1998,316566,377854,451007,0.821,0.96,1.123,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1999,238680,283058,335687,0.822,0.96,1.121,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2000,207795,239037,274976,0.697,0.823,0.972,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2001,313279,363501,421776,0.596,0.707,0.839,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2002,434641,505998,589069,0.55,0.655,0.781,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2003,512159,595218,691746,0.479,0.576,0.692,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2004,609234,709114,825369,0.604,0.72,0.858,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2005,532118,615647,712288,0.605,0.72,0.856,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2006,525419,602187,690172,0.553,0.659,0.786,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2007,570508,653169,747807,0.371,0.453,0.551,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2008,602116,688680,787689,0.259,0.319,0.393,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2009,969102,1099774,1248066,0.219,0.272,0.337,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2010,1230176,1398250,1589287,0.222,0.277,0.346,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2011,1762214,2012786,2298986,0.213,0.268,0.338,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2012,2031655,2334475,2682430,0.192,0.243,0.306,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2013,2288874,2645872,3058550,0.216,0.271,0.34,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2014,2151415,2507946,2923560,0.24,0.299,0.372,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2015,1756606,2071319,2442416,0.257,0.318,0.395,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2016,1416943,1700333,2040400,0.263,0.33,0.413,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2017,1505618,1821497,2203648,0.3,0.387,0.498,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2018,1197598,1525907,1944219,0.304,0.422,0.585,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
2019,NA,1495633,NA,NA,NA,NA,"5-10","cod.27.1-2","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Northeast Arctic)"
1984,NA,NA,NA,NA,0.618,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1985,NA,NA,NA,NA,0.523,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1986,NA,NA,NA,NA,0.589,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1987,NA,NA,NA,NA,0.506,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1988,NA,NA,NA,NA,0.633,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1989,NA,NA,NA,NA,0.382,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1990,NA,NA,NA,NA,0.235,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1991,NA,NA,NA,NA,0.192,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1992,NA,NA,NA,NA,0.246,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1993,NA,NA,NA,NA,0.232,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1994,NA,NA,NA,NA,0.235,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1995,NA,74992,NA,NA,0.292,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1996,NA,56237,NA,NA,0.357,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1997,NA,73660,NA,NA,0.384,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1998,NA,32691,NA,NA,0.418,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1999,NA,23771,NA,NA,0.412,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2000,NA,28579,NA,NA,0.331,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2001,NA,23230,NA,NA,0.291,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2002,NA,26885,NA,NA,0.331,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2003,NA,15521,NA,NA,0.287,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2004,NA,13959,NA,NA,0.275,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2005,NA,12709,NA,NA,0.248,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2006,NA,21546,NA,NA,0.264,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2007,NA,24689,NA,NA,0.232,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2008,NA,15493,NA,NA,0.224,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2009,NA,13508,NA,NA,0.261,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2010,NA,12901,NA,NA,0.222,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2011,NA,16725,NA,NA,0.262,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2012,NA,14143,NA,NA,0.207,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2013,NA,22856,NA,NA,0.167,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2014,NA,37659,NA,NA,0.158,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2015,NA,16763,NA,NA,0.235,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2016,NA,20597,NA,NA,0.272,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2017,NA,14078,NA,NA,0.347,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
2018,NA,18423,NA,NA,0.268,NA,"4-7","cod.27.1-2coast","Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)"
1935,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1936,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1937,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1938,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1939,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1940,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1941,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1942,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1943,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1944,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1945,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1946,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1947,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1948,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1949,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1950,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1951,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1952,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1953,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1954,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1955,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1956,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1957,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1958,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1959,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1960,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1961,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1962,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1963,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1964,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1965,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1966,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1967,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1968,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1969,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1970,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1971,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1972,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1973,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1974,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1975,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1976,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1977,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1978,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1979,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1980,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1981,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
