"","Year","Municip_number","Municip_name_new","fish_score"
"511",2002,"1936","Karlsoy",74.7839142161879
"512",2002,"1940","Kafjord",79.268722178636
"513",2002,"1941","Skjervoy",100
"514",2002,"1942","Nordreisa",87.585709323935
"515",2002,"1943","Kvaenangen",66.4548765021041
"516",2002,"2002","Vardo",71.2717111981844
"517",2002,"2003","Vadso",99.6504959299819
"518",2002,"2004","Hammerfest",91.0384417332992
"519",2002,"2014","Loppa",75.7871019227113
"520",2002,"2015","Hasvik",65.487884554161
"521",2002,"2017","Kvalsund",90.1785824429725
"522",2002,"2018","Masoy",94.8039400585198
"523",2002,"2019","Nordkapp",78.8775546043234
"524",2002,"2020","Porsanger",7.34382010716918
"525",2002,"2022","Lebesby",60.3939382791664
"526",2002,"2023","Gamvik",57.924222910154
"527",2002,"2024","Berlevag",95.7053379328432
"528",2002,"2025","Tana",27.9958268925689
"529",2002,"2027","Nesseby",9.24658524107368
"530",2002,"2028","Batsfjord",98.3507589462559
"531",2002,"2030","Sor-Varanger",37.4446374943883
"532",2003,"1804","Bodo",98.740177572435
"533",2003,"1811","Bindal",3.67121411433145
"534",2003,"1813","Bronnoy",9.33262521270163
"535",2003,"1815","Vega",4.83869702471167
"536",2003,"1818","Heroy",17.8255722603498
"537",2003,"1827","Donna",25.2677977881908
"538",2003,"1833","Rana",0.554731884030167
"539",2003,"1834","Luroy",11.7101148492243
"540",2003,"1835","Traena",95.5978443500916
"541",2003,"1836","Rodoy",10.1900813537611
"542",2003,"1837","Meloy",15.0972734862836
"543",2003,"1838","Gildeskal",4.26399823328206
"544",2003,"1845","Sorfold",36.663305979135
"545",2003,"1848","Steigen",20.5330830239442
"546",2003,"1850","Tysfjord",76.050460577134
"547",2003,"1851","Lodingen",99.8186022240112
"548",2003,"1856","Rost",98.3286590845054
"549",2003,"1857","Vaeroy",93.7774694553823
"550",2003,"1859","Flakstad",100
"551",2003,"1860","Vestvagoy",99.9985472030452
"552",2003,"1865","Vagan",83.7352048117055
"553",2003,"1866","Hadsel",38.4219386426732
"554",2003,"1867","Bo",24.7060479987632
"555",2003,"1868","Oksnes",98.7362781291941
"556",2003,"1870","Sortland",89.3157438324703
"557",2003,"1871","Andoy",98.1523251586573
"558",2003,"1874","Moskenes",100
"559",2003,"1902","Tromso",96.3972098471297
"560",2003,"1903","Harstad",61.7937366236906
"561",2003,"1911","Kvaefjord",28.0388287050673
"562",2003,"1928","Torsken",83.1257628088767
"563",2003,"1929","Berg",99.3854640621428
"564",2003,"1931","Lenvik",74.3895432767429
"565",2003,"1933","Balsfjord",17.3666519148702
"566",2003,"1936","Karlsoy",70.882461305611
"567",2003,"1940","Kafjord",77.5491040398123
"568",2003,"1941","Skjervoy",100
"569",2003,"1942","Nordreisa",76.8537106279775
"570",2003,"1943","Kvaenangen",57.6938525391264
"571",2003,"2002","Vardo",68.0722418546175
"572",2003,"2004","Hammerfest",100
"573",2003,"2012","Alta",7.6606861572728
"574",2003,"2014","Loppa",70.8012840556807
"575",2003,"2015","Hasvik",74.1800515839008
"576",2003,"2017","Kvalsund",95.067534954177
"577",2003,"2018","Masoy",72.7458578782581
"578",2003,"2019","Nordkapp",88.0145158344954
"579",2003,"2020","Porsanger",5.97844092152362
"580",2003,"2022","Lebesby",58.9306514576341
"581",2003,"2023","Gamvik",62.5147256425434
"582",2003,"2024","Berlevag",95.8100286958539
"583",2003,"2027","Nesseby",19.4692216436827
"584",2003,"2028","Batsfjord",92.7471847766383
"585",2003,"2030","Sor-Varanger",42.1019786750662
"586",2004,"1804","Bodo",98.4815078241448
"587",2004,"1813","Bronnoy",11.31934362869
"588",2004,"1815","Vega",1.87810113436113
"589",2004,"1818","Heroy",16.7772527580102
"590",2004,"1827","Donna",27.3256773341925
