"Year","low_SSB","SSB","high_SSB","low_F","F","high_F","Fage","fishstock","AssessmentYear","SpeciesName","StockDescription","FLim","Blim","FMSY","MSYBtrigger"
1954,NA,429821,NA,NA,0.388,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1955,NA,347080,NA,NA,0.543,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1956,NA,299937,NA,NA,0.639,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1957,NA,207909,NA,NA,0.508,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1958,NA,195444,NA,NA,0.516,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1959,NA,432708,NA,NA,0.558,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1960,NA,384350,NA,NA,0.478,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1961,NA,404333,NA,NA,0.634,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1962,NA,311751,NA,NA,0.756,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1963,NA,209201,NA,NA,0.984,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1964,NA,186570,NA,NA,0.678,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1965,NA,102315,NA,NA,0.553,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1966,NA,120751,NA,NA,0.53,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1967,NA,129784,NA,NA,0.544,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1968,NA,227278,NA,NA,0.57,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1969,NA,151870,NA,NA,0.829,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1970,NA,224507,NA,NA,0.749,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1971,NA,311666,NA,NA,0.596,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1972,NA,347229,NA,NA,0.693,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1973,NA,332913,NA,NA,0.602,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1974,NA,164491,NA,NA,0.563,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1975,NA,142042,NA,NA,0.659,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1976,NA,171238,NA,NA,0.646,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1977,NA,341409,NA,NA,0.838,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1978,NA,241536,NA,NA,0.94,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1979,NA,174698,NA,NA,0.726,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1980,NA,108253,NA,NA,0.724,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1981,NA,166925,NA,NA,0.863,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1982,NA,326133,NA,NA,0.758,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1983,NA,327184,NA,NA,0.756,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1984,NA,251086,NA,NA,0.916,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1985,NA,193855,NA,NA,0.704,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1986,NA,170729,NA,NA,0.865,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1987,NA,121243,NA,NA,0.951,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1988,NA,202589,NA,NA,0.974,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1989,NA,234716,NA,NA,0.66,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1990,NA,316418,NA,NA,0.271,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1991,NA,704748,NA,NA,0.321,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1992,NA,887567,NA,NA,0.455,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1993,NA,775193,NA,NA,0.553,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1994,NA,614891,NA,NA,0.868,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1995,NA,528861,NA,NA,0.788,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1996,NA,571880,NA,NA,0.698,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1997,NA,589006,NA,NA,1.033,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1998,NA,386676,NA,NA,0.914,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1999,NA,294144,NA,NA,0.982,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2000,NA,242200,NA,NA,0.839,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2001,NA,359271,NA,NA,0.696,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2002,NA,504913,NA,NA,0.662,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2003,NA,561137,NA,NA,0.525,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2004,NA,674283,NA,NA,0.643,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2005,NA,632502,NA,NA,0.661,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2006,NA,627341,NA,NA,0.554,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2007,NA,681356,NA,NA,0.359,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2008,NA,721967,NA,NA,0.321,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2009,NA,1072773,NA,NA,0.269,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2010,NA,1246840,NA,NA,0.261,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2011,NA,1695243,NA,NA,0.293,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2012,NA,1910354,NA,NA,0.25,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2013,NA,2134044,NA,NA,0.338,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2014,NA,1866445,NA,NA,0.396,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2015,NA,1383398,NA,NA,0.386,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2016,NA,1069881,NA,NA,NA,NA,"5-10","cod-arct",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1946,NA,1112945,NA,NA,0.186,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1947,NA,1165171,NA,NA,0.304,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1948,NA,1019217,NA,NA,0.34,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1949,NA,729919,NA,NA,0.362,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1950,NA,615385,NA,NA,0.357,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1951,NA,568882,NA,NA,0.396,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1952,NA,520807,NA,NA,0.534,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1953,NA,396626,NA,NA,0.357,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1954,NA,429821,NA,NA,0.388,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1955,NA,347080,NA,NA,0.543,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1956,NA,299937,NA,NA,0.639,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1957,NA,207909,NA,NA,0.508,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1958,NA,195444,NA,NA,0.516,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1959,NA,432708,NA,NA,0.558,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1960,NA,384350,NA,NA,0.478,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1961,NA,404333,NA,NA,0.634,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1962,NA,311751,NA,NA,0.756,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1963,NA,209201,NA,NA,0.984,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1964,NA,186570,NA,NA,0.678,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1965,NA,102315,NA,NA,0.553,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1966,NA,120751,NA,NA,0.53,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1967,NA,129784,NA,NA,0.544,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1968,NA,227278,NA,NA,0.57,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1969,NA,151870,NA,NA,0.829,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1970,NA,224507,NA,NA,0.749,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1971,NA,311666,NA,NA,0.596,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1972,NA,347229,NA,NA,0.693,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1973,NA,332913,NA,NA,0.602,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1974,NA,164491,NA,NA,0.563,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1975,NA,142042,NA,NA,0.659,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1976,NA,171238,NA,NA,0.646,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1977,NA,341409,NA,NA,0.838,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1978,NA,241536,NA,NA,0.94,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1979,NA,174698,NA,NA,0.726,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1980,NA,108253,NA,NA,0.724,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1981,NA,166925,NA,NA,0.863,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1982,NA,326133,NA,NA,0.758,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1983,NA,327184,NA,NA,0.756,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1984,NA,251086,NA,NA,0.916,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1985,NA,193855,NA,NA,0.704,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1986,NA,170729,NA,NA,0.865,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1987,NA,121243,NA,NA,0.951,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1988,NA,202589,NA,NA,0.974,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1989,NA,234716,NA,NA,0.66,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1990,NA,316418,NA,NA,0.271,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1991,NA,704747,NA,NA,0.321,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1992,NA,887567,NA,NA,0.455,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1993,NA,775193,NA,NA,0.553,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1994,NA,614891,NA,NA,0.868,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1995,NA,528861,NA,NA,0.788,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1996,NA,571882,NA,NA,0.698,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1997,NA,589016,NA,NA,1.032,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1998,NA,386726,NA,NA,0.914,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1999,NA,294333,NA,NA,0.981,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2000,NA,242609,NA,NA,0.836,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2001,NA,359805,NA,NA,0.691,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2002,NA,505188,NA,NA,0.655,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2003,NA,560820,NA,NA,0.522,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2004,NA,672496,NA,NA,0.646,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2005,NA,628909,NA,NA,0.67,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2006,NA,619531,NA,NA,0.564,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2007,NA,666542,NA,NA,0.368,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2008,NA,701456,NA,NA,0.331,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2009,NA,1035858,NA,NA,0.28,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2010,NA,1191948,NA,NA,0.275,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2011,NA,1598899,NA,NA,0.311,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2012,NA,1769707,NA,NA,0.272,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2013,NA,1943036,NA,NA,0.379,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2014,NA,1620217,NA,NA,0.477,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
2015,NA,1139000,NA,NA,NA,NA,"5-10","cod-arct",2015,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Northeast Arctic)",0.74,220000,0.4,460000
1984,NA,152182,NA,NA,0.622,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1985,NA,128261,NA,NA,0.528,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1986,NA,134061,NA,NA,0.581,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1987,NA,125281,NA,NA,0.491,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1988,NA,125725,NA,NA,0.619,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1989,NA,100866,NA,NA,0.375,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1990,NA,110170,NA,NA,0.183,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1991,NA,132702,NA,NA,0.17,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1992,NA,165397,NA,NA,0.232,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1993,NA,179443,NA,NA,0.234,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1994,NA,188651,NA,NA,0.233,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1995,NA,169080,NA,NA,0.301,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1996,NA,177659,NA,NA,0.373,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1997,NA,147600,NA,NA,0.389,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1998,NA,102896,NA,NA,0.42,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1999,NA,82572,NA,NA,0.431,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2000,NA,82739,NA,NA,0.367,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2001,NA,74557,NA,NA,0.316,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2002,NA,82541,NA,NA,0.39,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2003,NA,48769,NA,NA,0.385,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2004,NA,63282,NA,NA,0.474,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
