"Year","low_SSB","SSB","high_SSB","low_F","F","high_F","Fage","fishstock","AssessmentYear","SpeciesName","StockDescription","FLim","Blim","FMSY","MSYBtrigger"
2005,NA,35943,NA,NA,0.724,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2006,NA,23343,NA,NA,0.724,NA,NA,"cod-coas",2006,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1984,NA,NA,NA,NA,0.618,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1985,NA,NA,NA,NA,0.525,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1986,NA,NA,NA,NA,0.59,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1987,NA,NA,NA,NA,0.508,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1988,NA,NA,NA,NA,0.632,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1989,NA,NA,NA,NA,0.381,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1990,NA,NA,NA,NA,0.236,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1991,NA,NA,NA,NA,0.193,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1992,NA,NA,NA,NA,0.247,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1993,NA,NA,NA,NA,0.233,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1994,NA,NA,NA,NA,0.237,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1995,NA,74992,NA,NA,0.295,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1996,NA,56237,NA,NA,0.361,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1997,NA,73660,NA,NA,0.391,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1998,NA,32691,NA,NA,0.421,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1999,NA,23771,NA,NA,0.411,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2000,NA,28579,NA,NA,0.343,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2001,NA,23230,NA,NA,0.309,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2002,NA,26885,NA,NA,0.349,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2003,NA,15521,NA,NA,0.315,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2004,NA,13959,NA,NA,0.308,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2005,NA,12709,NA,NA,0.285,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2006,NA,21546,NA,NA,0.31,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2007,NA,24689,NA,NA,0.272,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2008,NA,15493,NA,NA,0.257,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2009,NA,13508,NA,NA,0.304,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2010,NA,12901,NA,NA,0.259,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2011,NA,16725,NA,NA,0.314,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2012,NA,14143,NA,NA,0.275,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2013,NA,22856,NA,NA,0.229,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2014,NA,37659,NA,NA,0.211,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
2015,NA,16763,NA,NA,0.331,NA,"4-7","cod-coas",2016,"Gadus morhua","Cod (Gadus morhua) in Subareas I and II (Norwegian coastal waters cod)",NA,NA,NA,NA
1992,NA,300444,NA,NA,0.029,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1993,NA,377815,NA,NA,0.032,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1994,NA,439104,NA,NA,0.021,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1995,NA,487292,NA,NA,0.024,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1996,NA,515856,NA,NA,0.028,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1997,NA,530290,NA,NA,0.018,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1998,NA,542043,NA,NA,0.022,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1999,NA,546636,NA,NA,0.036,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2000,NA,547237,NA,NA,0.026,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2001,NA,549461,NA,NA,0.03,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2002,NA,550507,NA,NA,0.024,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2003,NA,553607,NA,NA,0.025,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2004,NA,556405,NA,NA,0.034,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2005,NA,556644,NA,NA,0.034,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2006,NA,564575,NA,NA,0.032,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2007,NA,582071,NA,NA,0.027,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2008,NA,609407,NA,NA,0.023,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2009,NA,643230,NA,NA,0.02,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2010,NA,678384,NA,NA,0.022,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2011,NA,707166,NA,NA,0.023,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2012,NA,727990,NA,NA,0.028,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2013,NA,735908,NA,NA,0.03,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2014,NA,733870,NA,NA,0.03,NA,NA,"ghl-arct",2015,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1964,NA,72644,NA,NA,0.315,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1965,NA,69254,NA,NA,0.264,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1966,NA,68557,NA,NA,0.16,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1967,NA,76709,NA,NA,0.138,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1968,NA,90723,NA,NA,0.131,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1969,NA,116540,NA,NA,0.199,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1970,NA,139620,NA,NA,0.42,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1971,NA,111283,NA,NA,0.422,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1972,NA,94880,NA,NA,0.302,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1973,NA,95795,NA,NA,0.225,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1974,NA,91519,NA,NA,0.279,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1975,NA,79760,NA,NA,0.336,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1976,NA,62686,NA,NA,0.426,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1977,NA,45322,NA,NA,0.341,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1978,NA,35938,NA,NA,0.366,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1979,NA,35653,NA,NA,0.191,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1980,NA,34654,NA,NA,0.172,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1981,NA,39586,NA,NA,0.145,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1982,NA,38430,NA,NA,0.219,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1983,NA,42791,NA,NA,0.291,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1984,NA,39253,NA,NA,0.338,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1985,NA,41174,NA,NA,0.305,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1986,NA,40618,NA,NA,0.351,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1987,NA,30366,NA,NA,0.349,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1988,NA,26838,NA,NA,0.406,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1989,NA,24124,NA,NA,0.318,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1990,NA,21074,NA,NA,0.423,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1991,NA,25022,NA,NA,0.656,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1992,NA,16182,NA,NA,0.244,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1993,NA,18320,NA,NA,0.316,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1994,NA,15902,NA,NA,0.266,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1995,NA,14525,NA,NA,0.314,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1996,NA,14548,NA,NA,0.338,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1997,NA,15840,NA,NA,0.236,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1998,NA,17636,NA,NA,0.236,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1999,NA,18205,NA,NA,0.348,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2000,NA,21504,NA,NA,0.23,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2001,NA,28942,NA,NA,0.228,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2002,NA,37359,NA,NA,0.174,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2003,NA,42007,NA,NA,0.178,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2004,NA,49671,NA,NA,0.214,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2005,NA,46280,NA,NA,0.232,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2006,NA,46132,NA,NA,NA,NA,NA,"ghl-arct",2006,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1964,NA,72644,NA,NA,0.315,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1965,NA,69254,NA,NA,0.264,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1966,NA,68557,NA,NA,0.16,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1967,NA,76709,NA,NA,0.138,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1968,NA,90723,NA,NA,0.131,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1969,NA,116540,NA,NA,0.199,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1970,NA,139620,NA,NA,0.42,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1971,NA,111283,NA,NA,0.422,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1972,NA,94880,NA,NA,0.302,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1973,NA,95796,NA,NA,0.225,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1974,NA,91520,NA,NA,0.279,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1975,NA,79762,NA,NA,0.336,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1976,NA,62688,NA,NA,0.426,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1977,NA,45324,NA,NA,0.341,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1978,NA,35940,NA,NA,0.366,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1979,NA,35657,NA,NA,0.191,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1980,NA,34659,NA,NA,0.172,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1981,NA,39594,NA,NA,0.145,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1982,NA,38440,NA,NA,0.219,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1983,NA,42808,NA,NA,0.291,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1984,NA,39276,NA,NA,0.338,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1985,NA,41207,NA,NA,0.305,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1986,NA,40663,NA,NA,0.351,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1987,NA,30421,NA,NA,0.349,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1988,NA,26897,NA,NA,0.405,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1989,NA,24183,NA,NA,0.318,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1990,NA,21123,NA,NA,0.423,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1991,NA,25074,NA,NA,0.656,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1992,NA,16233,NA,NA,0.244,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1993,NA,18329,NA,NA,0.316,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1994,NA,15902,NA,NA,0.266,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1995,NA,14516,NA,NA,0.314,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1996,NA,14534,NA,NA,0.338,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1997,NA,15822,NA,NA,0.236,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1998,NA,17612,NA,NA,0.237,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1999,NA,18174,NA,NA,0.349,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2000,NA,21453,NA,NA,0.231,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2001,NA,28784,NA,NA,0.228,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2002,NA,37238,NA,NA,0.176,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2003,NA,41870,NA,NA,0.178,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2004,NA,44916,NA,NA,0.216,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2005,NA,40350,NA,NA,0.228,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
2006,NA,35749,NA,NA,0.224,NA,NA,"ghl-arct",2007,"Reinhardtius hippoglossoides","Greenland halibut in Subareas I and II",NA,NA,NA,NA
1960,NA,250637,NA,NA,0.328,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1961,NA,283486,NA,NA,0.197,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1962,NA,338725,NA,NA,0.223,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1963,NA,365249,NA,NA,0.233,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1964,NA,449676,NA,NA,0.249,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1965,NA,484948,NA,NA,0.231,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1966,NA,513916,NA,NA,0.298,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1967,NA,581740,NA,NA,0.268,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1968,NA,541059,NA,NA,0.119,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1969,NA,543703,NA,NA,0.161,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1970,NA,649873,NA,NA,0.333,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1971,NA,642603,NA,NA,0.378,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1972,NA,583001,NA,NA,0.335,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1973,NA,575498,NA,NA,0.399,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1974,NA,465234,NA,NA,0.596,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
1975,NA,367034,NA,NA,0.452,NA,"4-7","sai-arct",2007,"Pollachius virens","Saithe in Subareas I and II (Northeast Arctic)",0.58,136000,0,0
